play,comments,danmu,favorites,coins
79,1,0,0,1
390,18,75,34,32
73,0,0,2,0
44,0,0,1,0
14,2,0,0,0
350,5,43,1,2
162,2,6,4,2
63,0,1,0,0
1032,11,25,8,14
147,2,3,18,2
381,16,4,1,9
158,0,9,6,2
87,7,8,1,8
342,1,13,1,1
95,2,0,2,6
378,8,19,60,2
112,20,0,4,9
535,2,14,31,4
52,1,0,0,0
719,5,7,8,3
29,4,0,1,0
59,0,2,0,5
306,12,12,4,3
75,1,1,1,0
246,0,3,13,2
140,15,2,12,3
1353,27,159,39,114
67,8,1,1,8
49,0,1,0,1
400,3,1,6,0
52,0,0,0,0
86,0,1,3,2
323,3,2,28,0
10,0,0,2,0
98,2,1,8,2
95,4,2,2,0
846,9,95,72,18
28,4,0,0,0
10,4,0,1,0
144,0,6,7,6
39,2,5,5,0
33,0,1,1,0
86,3,0,1,3
22,1,1,0,0
1329,12,117,75,19
918,4,19,46,20
245,0,0,0,0
130,0,0,7,0
150,2,0,3,0
22,0,0,0,0
277,1,1,0,0
652,2,17,39,6
1827,26,97,45,14
11,3,0,0,1
55,1,2,3,1
199,2,3,1,2
229,0,6,11,0
17,0,0,1,0
18,0,0,1,1
21216,88,332,166,160
48,4,1,4,0
904,13,52,14,1
726,9,4,13,2
424,3,4,0,2
287,7,3,7,13
214,3,5,18,0
300,0,9,22,6
41,1,0,1,4
1538,45,81,8,48
395,2,6,9,4
436,3,4,12,0
32,0,2,0,0
391,8,0,4,0
188,2,0,22,3
37,0,0,0,0
352,2,6,13,0
340,22,28,12,7
71,9,8,8,17
41,1,0,4,2
120,2,4,1,0
54,5,13,3,6
140,1,4,7,3
66,1,3,1,1
429,1,2,6,0
100,2,2,0,3
766,6,13,24,6
83,1,1,0,0
11657,48,160,508,213
14,0,0,0,0
83,1,1,13,2
1100,7,9,23,1
58,0,0,0,0
245,1,9,3,3
74,0,0,2,2
13328,66,187,108,110
62,0,0,3,1
11,0,0,0,0
122,1,3,1,1
11,0,0,0,0
4929,45,124,14,26
82,13,10,0,8
106,17,4,2,3
96,7,1,2,4
195,10,4,10,9
910,3,6,11,1
3994,24,83,92,8
30,0,1,0,0
95,0,0,0,4
42,7,2,0,4
649,2,21,43,7
21,0,0,1,0
246,5,15,6,0
29,2,0,0,0
1014,1,18,20,6
333,23,9,13,4
13074,28,168,81,28
65,1,0,1,1
14,0,0,0,0
60,1,0,1,2
49,0,0,0,0
1846,17,14,32,11
782,5,22,11,13
1480,3,6,70,7
99877,212,654,332,155
31,0,0,3,0
300,1,10,4,1
4,0,0,0,0
1850,34,18,100,60
206,6,3,3,1
99,0,0,1,0
259,3,7,2,2
56,2,1,4,1
1023,4,5,12,8
16,1,6,0,7
36,0,1,0,0
3,0,0,0,0
381,6,12,13,8
3625,32,33,12,15
66,0,2,1,2
111,0,3,1,2
85,2,5,1,1
1768,18,51,24,46
435,3,8,31,5
38,1,0,0,0
29,1,6,2,11
36,0,0,1,0
2125,3,10,61,11
1370,38,27,7,1
29,0,0,2,1
983,9,10,38,3
25,0,0,0,0
55,0,0,0,0
22,0,0,0,0
1540,6,11,5,0
77,2,2,3,1
31,0,0,0,0
119,7,1,10,4
186,1,0,5,1
103,0,10,2,3
225,3,3,3,2
316,8,34,101,16
19,1,1,0,1
1061,18,55,41,26
29,7,0,1,1
195,9,12,2,2
6,1,0,0,0
115,1,4,2,0
192,3,4,1,0
3,0,0,0,0
1137,8,15,2,0
549,2,6,0,3
186,7,6,2,0
598,9,8,17,2
1025,2,6,24,3
145,4,21,3,12
1136,5,20,40,0
162,4,3,1,3
1098,4,9,3,12
200,5,7,1,2
307,9,1,2,0
75053,1586,1788,1379,3814
18,0,0,0,2
83,0,2,0,2
340,8,21,7,15
1833,12,40,7,2
68,6,1,2,2
720,66,44,88,138
47,2,3,0,2
102,4,2,4,1
141,9,26,19,4
246,2,19,52,6
30,4,1,0,0
182,1,2,16,0
1188,3,20,22,6
5803,22,68,21,22
1987,9,26,99,1
309,0,2,13,2
144,5,2,13,2
7046,96,194,116,148
56,0,7,7,4
19,0,0,3,1
204,0,3,13,0
35,1,0,0,0
97923,133,750,455,47
811,5,5,3,0
23268,20,151,78,8
141,6,3,8,1
13,0,1,0,2
262,1,0,2,1
102,5,3,0,3
52,0,0,3,0
163,1,13,23,2
522,2,3,8,5
129,32,7,2,26
802,21,217,116,11
109,0,1,0,0
91,3,3,5,1
248,1,6,8,3
5,0,0,0,0
12232,27,96,209,32
97,0,0,0,2
2315,2,85,33,3
346,9,8,16,17
4793,9,57,47,4
138,25,15,2,19
107,0,1,0,3
1142,9,15,226,15
19252,134,389,414,61
329,1,1,1,1
2590,9,43,206,9
3618,57,147,162,95
472,7,26,22,0
407,2,12,21,4
612,5,9,16,9
62,3,3,3,4
24,0,0,0,0
96,0,0,15,1
1687,11,32,3,2
381,3,1,3,0
265,7,7,9,10
257,23,6,4,8
424,6,9,13,2
425,1,4,1,1
35,1,5,1,0
27,0,0,0,0
152,0,2,2,0
98,3,1,6,13
1020,6,37,19,13
68,11,9,0,11
55,0,3,1,0
121,0,2,3,2
84,0,11,0,0
20,0,1,0,0
36,3,4,0,2
641,7,7,41,2
214,6,6,0,5
18,1,0,0,2
12265,41,47,59,14
93,0,1,7,1
22,3,1,0,1
12,0,0,0,2
47,3,0,1,0
105,1,2,2,2
274,0,11,10,2
87,8,5,2,6
854,6,8,3,4
10,0,0,0,2
21,0,1,2,0
458,6,0,2,2
386,0,6,3,0
131,0,0,3,0
125,5,5,24,1
327,14,25,44,31
3374,159,178,643,87
6,0,0,0,2
819,31,19,85,4
23,0,5,0,0
3768,12,13,18,4
17,0,11,0,2
53,0,0,15,1
209,8,17,11,8
1684,32,33,27,44
3954,28,369,44,89
184,2,0,0,0
524,6,26,9,3
344,1,1,23,1
6,0,0,0,0
318,1,1,8,1
128,1,0,11,2
174,3,2,2,0
92,2,0,10,2
1539,19,65,27,10
133,0,1,1,0
171,0,4,14,2
289,1,1,0,0
664,2,6,10,5
971,40,25,3,7
822,2,4,11,0
47,3,0,0,3
5769,12,170,93,11
430,7,40,9,11
103,1,2,0,0
22586,217,227,850,146
12,0,0,0,0
55801,191,472,725,421
817,19,32,98,8
238,8,6,6,9
419,3,8,13,6
86,3,0,1,0
266,2,20,9,15
347,2,0,0,0
384,12,6,3,1
153,0,1,0,1
11,0,0,0,0
2556,3,40,55,8
1020,10,22,9,1
8,0,0,0,0
9,0,0,0,0
2734,9,11,28,1
20,0,0,1,0
7506,68,610,715,47
81,3,28,7,6
450,2,0,0,0
160,0,1,4,0
76,2,0,4,1
369,3,2,33,5
186,2,5,9,2
1486,39,44,51,41
197,0,6,2,0
19500,75,262,1296,180
190,3,4,12,0
126,0,0,0,1
135,1,8,2,0
2008,6,41,34,11
1393,14,35,20,16
57,0,3,0,0
2423,28,323,87,65
97,3,0,0,0
195,0,1,1,0
185,0,2,0,0
791,15,36,13,23
349,3,5,3,9
453,16,1,14,11
297,0,13,4,2
107,0,4,16,0
15,0,0,0,0
240,11,4,19,24
1028,6,28,10,1
36,3,1,0,0
29,0,0,0,0
26,0,2,2,0
1933,1,16,21,4
331,15,2,4,7
9,0,0,0,0
143,1,5,1,4
16990,125,830,309,201
131,2,2,3,0
3164,37,60,15,18
139,8,2,1,4
665,2,33,47,3
104,0,5,4,2
160,3,3,1,8
16379,220,295,1018,167
115,0,0,1,0
50,2,1,0,0
18,0,0,0,0
1709,6,50,45,21
515,2,1,2,0
84,1,0,3,0
33,2,1,0,3
105,15,7,2,11
126,0,0,1,3
130,4,3,5,0
92,1,2,1,0
329,8,11,3,5
20,0,0,0,1
453,82,36,47,46
387,12,24,3,15
48,0,0,2,0
68,2,3,0,0
18,0,0,1,1
149,1,0,3,0
24,9,1,2,10
51,1,1,1,0
295,0,11,15,0
11,1,1,0,0
1288,39,20,46,105
1848,4,14,122,2
88,2,0,0,0
214,0,3,5,0
5548,46,167,204,143
31,4,4,0,2
122,8,3,4,2
148,2,5,0,0
301,1,16,7,2
116,0,0,6,0
9,0,0,1,2
212,1,1,1,4
318,1,3,9,1
120,6,8,6,10
101,1,10,3,2
67,2,2,1,4
10,0,0,2,0
38,1,0,2,3
102,0,0,0,2
866,5,1,2,0
30,0,0,0,0
46693,85,4197,2093,122
238,8,13,6,2
21,0,5,0,1
101,0,0,3,2
463,5,7,27,5
235,0,0,1,2
60,0,0,2,0
699,8,19,7,0
135,0,0,6,0
372,1,10,16,3
119,7,7,3,6
51,1,0,1,0
59,2,4,2,0
63,0,0,1,0
230,1,0,2,4
217,8,2,4,0
40,0,0,3,0
744,7,13,19,3
79,0,1,2,0
627,23,11,68,16
90,2,3,3,3
1234,21,38,22,26
4630,28,130,16,9
665,2,3,12,1
7323,7,123,24,9
80,0,2,2,2
17,0,0,0,0
201,4,3,2,0
492,3,19,4,1
343,8,69,8,9
67,0,3,0,2
60,2,2,1,4
577,3,165,39,1
96,0,12,1,6
12,2,0,0,0
147,7,0,17,3
371,3,10,6,5
389,2,4,25,2
699,27,49,4,4
522,3,15,33,5
86,1,2,2,0
127,0,0,2,1
438,3,26,21,2
146,4,5,1,3
476,0,0,4,0
333,11,9,11,12
94,4,4,13,4
71,0,2,0,1
25,0,0,1,0
19,0,0,2,0
74,0,1,2,0
21,0,0,0,0
283,1,3,22,5
47,0,0,0,0
831,2,14,4,2
34,3,0,1,0
34,0,1,0,2
99,0,1,6,1
184,7,30,6,33
1477,4,34,62,3
71,0,2,1,0
1279,3,59,119,15
183,4,5,8,5
150,4,1,9,1
58,2,0,1,0
216,0,2,3,0
67,3,1,0,0
1601,5,16,28,1
319,12,18,19,2
332,0,0,2,0
55,0,0,0,0
2260,38,29,46,35
9,0,0,1,0
359,0,26,22,2
80,1,0,0,1
306,4,5,16,10
118,15,0,3,1
2529,22,199,118,48
164,2,1,3,1
209,3,2,28,0
1033,7,9,1,5
593,8,8,22,31
266,4,357,44,2
304,1,10,10,3
64,0,0,0,0
139,4,5,31,2
269,16,2,16,21
1210,15,129,12,9
693,10,3,35,1
213,0,4,7,2
5186,37,231,546,195
739,1,7,27,0
184,1,1,2,3
464,12,29,18,20
121,13,2,1,12
29,0,0,1,0
41,2,9,0,4
124,1,1,3,0
1173,24,56,23,32
1030,10,10,8,1
20,0,0,0,0
286,12,43,17,18
156,0,4,9,2
3318,43,136,144,146
4081,3,12,23,1
192,0,0,18,0
65,1,0,2,4
264,4,8,30,18
77,0,1,8,0
77,19,3,3,8
62,0,1,0,0
25557,182,1713,201,205
2142,32,73,19,73
117,17,2,13,2
190,4,8,37,2
216,8,28,4,3
1176,9,46,70,35
1188,60,27,41,30
13,1,0,0,2
78,1,2,1,1
4694,16,30,88,27
168,0,0,2,0
154,1,0,1,0
15,0,0,0,0
15,0,0,0,2
129,3,2,14,2
150,4,0,53,1
195,4,1,8,0
34,0,15,0,4
25,3,1,0,2
60,0,3,3,0
4850,53,66,55,107
69,1,0,1,0
280,6,9,4,22
6,0,1,1,0
93,1,10,1,4
1333,4,4,5,1
99,2,1,3,0
450,11,6,17,8
59,4,0,1,4
1780,121,84,13,67
39,2,1,3,0
488,5,8,41,4
1177,36,79,67,68
124,5,6,1,1
165,2,4,6,0
104,0,10,5,0
24,0,2,0,0
643521,1557,18140,535,2050
22,2,1,0,0
233,6,11,2,3
49,1,0,1,0
61,0,1,2,0
247,1,3,21,0
300465,2992,14064,397,1158
286,14,9,7,6
68,0,0,0,0
208,1,5,10,2
695,1,9,24,10
890,20,6,8,2
403,4,1,9,1
197,0,3,8,0
22,0,0,0,0
13,0,0,0,2
43,4,0,2,4
22,0,0,0,0
1266,1,8,37,5
13,0,0,0,0
93,0,7,8,0
191,2,2,16,2
1234,9,66,97,17
974,7,22,2,26
362,3,6,10,9
296,2,7,13,4
28,3,0,0,2
815,9,43,9,12
3820,27,83,106,76
641,19,75,31,22
185,11,8,0,13
103,1,4,0,0
587,7,11,68,8
31,1,0,0,3
651,10,18,18,2
295,7,13,26,2
196,7,5,3,0
2928,50,211,16,49
665,6,22,1,3
433,10,6,9,9
578,7,40,3,15
616,6,48,31,15
759,6,12,116,4
16,2,3,0,3
276,9,76,11,15
9042,51,660,448,36
188,30,7,12,21
10,0,0,4,0
120,5,13,9,0
34,0,0,0,1
882,1,11,9,5
470,1,0,1,2
10605,33,254,29,3
16,0,0,0,0
114,0,0,1,0
66,0,1,5,0
111,12,7,3,3
258,3,10,8,5
104,3,5,0,3
50,2,0,0,0
306,2,10,12,1
228,1,2,10,0
97,1,7,6,0
240,1,1,12,1
519,0,1,1,0
368,23,2,0,0
88,2,3,0,0
5785,21,40,7,4
7330,44,290,273,98
89,4,0,0,2
3209,26,178,201,72
2244,6,32,12,0
649,8,2,10,0
125,4,1,6,0
1793,10,10,21,3
285,2,6,26,8
104,2,18,3,5
392,3,5,15,6
6,0,0,0,0
285,17,9,3,10
61,1,0,2,1
732,5,267,89,4
393,4,5,4,1
46,5,1,0,4
484,25,26,24,19
554,3,19,2,4
259,2,4,2,0
158,4,3,5,0
346,6,7,17,6
24,3,2,0,0
51,2,0,0,0
183,1,3,8,0
3,0,0,0,0
107,0,3,0,0
299,10,7,79,0
57,3,4,0,0
16,0,0,0,0
3003,38,217,182,30
91,11,4,0,0
281,15,8,5,44
727,3,9,2,1
281,0,1,14,0
1094,13,35,28,13
121,7,7,5,5
6,0,0,0,0
6,0,1,0,0
1018,24,18,7,6
33,0,0,3,0
105,2,1,7,11
389,11,6,3,9
57,1,7,5,0
43,4,3,2,1
29,1,0,1,0
186,2,5,3,2
60,4,3,2,0
2254,14,91,105,13
112,0,9,5,3
312,5,8,14,1
16,0,0,2,0
62,4,2,1,4
40,0,0,0,0
121,11,1,1,5
105,6,8,3,4
41,0,0,1,0
108,4,3,2,0
31,0,1,2,0
605,2,13,6,1
1172,15,48,116,14
105,2,3,6,6
1119,7,13,7,16
37,1,1,0,0
46,0,0,2,0
111,0,8,10,3
624,7,20,54,6
6,1,0,0,0
602,25,4,70,6
193,13,10,1,0
85,0,1,1,0
3873,8,42,299,10
71,1,0,0,7
113,6,0,1,3
450,2,13,5,4
64,3,1,19,2
4873,13,103,35,6
223,11,12,12,7
107,4,9,0,6
152,0,2,30,1
2227,26,110,128,28
103,2,7,2,2
407,1,11,8,16
341,3,6,20,0
316,1,7,9,0
177,0,14,14,1
23,2,1,0,1
416,0,26,11,9
56,0,0,0,2
20157,138,393,411,140
85,5,3,0,3
214,16,13,2,16
706,6,82,7,3
16,0,0,1,0
128,1,0,0,0
43,3,1,0,7
382,2,9,7,1
84,0,0,2,0
95,6,8,3,2
1928,2,16,12,4
601,7,52,41,4
317,1,10,20,0
1086,47,111,17,55
107,0,0,0,0
346,10,15,40,12
372,1,1,13,0
516,7,7,4,5
204,8,9,4,4
18,6,9,0,0
183,10,1,2,5
10,0,0,0,0
1212,6,28,0,12
648,4,6,3,5
17,0,0,0,0
769,4,14,3,4
171,2,5,0,2
30,3,1,0,4
14,0,0,0,0
288,2,10,19,0
933,5,48,10,6
1267,25,74,90,76
11,5,1,3,2
3330,26,32,27,9
79,2,0,4,0
31,12,3,0,3
1099,22,341,5,67
39,0,0,0,0
643,3,13,3,2
1155,11,19,17,3
525,42,27,62,21
87,0,0,7,0
51,11,3,1,5
12,0,0,0,1
56,0,0,0,0
104,0,0,10,0
7,1,9,2,0
114,3,1,2,4
18,0,0,1,0
378,40,82,81,51
421,9,14,8,1
197,2,7,6,4
74,7,1,6,1
26,1,0,0,0
84,6,0,2,0
809,3,5,2,2
108,0,5,2,2
361,13,11,1,9
37,0,0,0,0
437,4,8,3,0
64,0,0,0,0
62,24,11,1,12
76,2,0,2,0
229,1,40,4,3
557,6,9,0,2
8816,59,584,121,12
76,0,1,0,0
1672,1,17,13,0
864,8,12,5,1
119,4,2,2,2
757,1,1,10,3
1410,6,24,116,4
44,0,3,1,2
89,3,1,1,0
1008,18,15,76,8
1968,6,16,79,7
84,0,2,1,2
308,5,3,10,0
22,0,0,0,0
6562,37,16,47,7
77,1,0,2,0
118,8,6,8,14
597,7,24,27,23
35,2,3,0,0
43449,39,10,1899,153
25,0,0,0,1
18,0,0,0,0
32,3,0,0,1
161,0,0,3,3
396,18,7,3,6
38,0,0,0,0
99,28,9,6,5
241,3,1,1,2
17,2,0,0,0
498,26,2,1,0
24308,305,312,3388,547
206,1,20,5,1
55,4,2,1,0
101,4,1,0,6
61,1,0,1,0
225,0,0,2,2
27,0,0,0,0
20,0,55,0,0
59,5,1,2,2
945,5,16,4,1
94,3,3,0,2
36,0,0,3,0
60,2,3,0,0
28,1,0,5,0
675,6,6,22,14
387,7,19,31,24
107,2,1,4,1
74,0,2,7,0
352,20,26,26,13
236,13,9,7,13
58,2,4,0,2
87,5,3,2,4
662,25,16,115,11
15,0,0,0,0
286,4,64,48,8
80,1,0,6,0
172,16,16,16,15
34,2,0,0,7
6,0,0,0,0
6,0,0,0,0
52,7,1,1,4
27,0,2,1,0
1178,29,120,90,67
658,7,15,13,24
2824,91,255,184,131
79,1,6,1,1
93,1,7,2,2
71,1,1,0,2
34,0,0,0,0
7,0,0,0,0
3578,141,1335,54,249
65,6,8,0,8
134,1,5,3,2
8897,25,163,262,2
1796,44,134,46,18
34,0,6,0,0
37,0,1,0,4
14,0,0,0,0
5,0,0,0,1
34,0,0,0,0
35,0,0,0,2
514,1,8,12,7
191,1,0,2,0
18,3,1,1,0
877,3,7,46,12
89,2,1,5,0
126,4,5,0,1
87,2,1,0,0
26,0,0,0,0
16,1,0,0,2
295,7,5,9,2
214,0,3,2,0
18,2,7,0,2
30,0,0,0,0
133,1,5,6,2
60,0,0,1,0
258,7,8,10,11
30,10,1,2,6
44,3,4,2,6
160,0,1,0,8
32,0,1,1,0
29,0,0,0,0
113,0,1,2,0
280,6,2,4,3
174,1,3,0,7
29,0,0,0,0
636,2,5,53,5
88,0,1,1,0
1231,8,51,18,15
156,14,10,6,4
439,9,8,4,5
133,0,8,9,2
1552,13,41,83,15
43,1,0,2,0
15,0,2,0,2
569,3,19,15,0
279,1,0,1,0
27,0,34,1,0
139,1,5,3,0
58,1,1,2,0
59,6,3,0,4
112431,1036,4106,557,3034
209,3,5,1,5
429,2,9,8,7
685,8,10,2,4
55,0,1,2,0
68,3,4,0,4
66,2,0,1,1
1986,15,582,84,0
994,21,31,2,2
1466,9,103,85,18
57,0,22,0,0
679,2,3,6,0
262,0,5,11,5
3051,58,353,108,10
41,4,2,1,2
3015,37,68,41,65
537,2,19,13,3
603,12,15,53,9
40,1,1,1,0
38,0,0,0,0
253,2,4,3,0
333,1,5,10,3
197,4,13,1,1
17,0,0,1,0
39,1,1,0,5
10,0,0,0,2
1192,46,3,29,41
30,0,0,0,0
108684,513,3665,338,2478
23,0,0,1,0
23,0,0,0,0
3,0,0,0,0
1817,21,11,84,9
64,0,0,2,1
214,1,3,1,0
528,4,1,0,1
31,0,0,1,4
1674,11,30,19,21
148,24,0,14,4
49,0,2,0,0
92,1,0,0,0
43,1,1,0,0
168,0,1,0,0
7,0,0,0,0
589,0,3,18,1
119,5,1,16,2
86,13,34,2,16
731,19,36,85,81
116,16,12,4,3
1352,11,122,10,17
66,4,6,5,1
191,1,4,8,1
10,0,0,0,0
521,6,7,12,5
165,0,3,2,3
59,7,4,0,4
792,10,37,13,4
442,36,21,3,15
81,0,3,1,2
37,0,0,2,1
51,8,1,0,2
529,4,4,15,4
74,0,3,2,0
400,9,23,6,16
16,0,2,0,0
24,0,0,0,0
1717,6,11,61,0
360,4,2,23,3
30,0,0,1,0
37,7,0,0,0
87,4,1,10,3
86,4,0,0,0
382,8,5,1,1
51,4,7,0,2
97,9,18,1,5
73,1,1,0,0
479,16,13,42,27
28,0,0,0,0
72,0,1,0,0
67,0,0,0,2
5320,28,1156,139,66
117,7,2,13,3
557,3,27,7,3
170,11,11,8,9
393,2,15,16,0
16,0,0,1,0
28,0,2,0,2
12381,221,219,699,401
1219,63,121,10,46
39,3,2,0,2
6347,34,113,75,105
29,0,0,1,0
31,1,1,1,0
327,4,5,12,2
863,9,10,21,12
131,0,1,1,0
437,5,1,7,1
367,4,1,0,17
33,1,3,2,0
167,8,2,0,2
80,0,2,0,0
1346,14,13,15,2
53,0,5,0,0
3084,16,377,28,29
105,1,15,1,0
29,0,0,1,0
221,5,42,16,0
93,5,6,0,4
101,6,3,6,1
8,0,0,0,0
13,0,0,0,0
228,1,3,22,1
440,4,10,18,4
142,15,3,10,3
411,3,9,8,1
367,11,39,10,4
44,0,1,2,0
102,3,2,1,1
58,0,0,0,0
8,0,0,0,2
108,2,0,1,1
70,11,0,1,4
121,11,21,24,5
152,2,0,4,1
475,28,69,44,40
32,3,2,0,2
1370,8,36,80,6
37,1,1,3,0
1988,9,13,66,10
18699,138,393,79,90
231,0,5,31,5
3391,21,25,39,0
421,14,11,16,9
2779,19,46,190,84
140,3,1,0,4
15,0,0,0,0
917,10,20,134,18
103,3,2,4,0
75,2,5,1,3
13,0,0,0,0
25,0,0,0,0
57,8,2,0,1
62,0,1,3,0
31,3,0,0,0
71,0,1,5,2
108,0,0,2,1
2216,4,70,109,4
707,21,19,72,9
30,0,0,0,0
233,0,7,15,0
47,0,0,1,0
802,2,8,47,4
526,6,68,15,8
664,1,6,33,0
274,12,23,24,13
8,0,0,0,0
63,1,1,8,0
110,0,0,2,0
430,3,15,72,6
1259,6,84,93,6
249,1,6,26,4
55,0,0,1,0
153,1,5,4,3
102211,450,262,566,60
202,0,3,4,2
79,1,1,4,0
46,1,4,1,4
223,5,47,0,5
595,4,9,5,0
25,1,4,0,0
262,4,2,5,2
100,1,1,3,0
363,6,27,22,1
112,14,12,3,7
7,0,0,1,0
452,4,19,4,2
443,3,9,5,9
62,0,0,0,0
13306,41,373,934,42
24,0,0,0,0
181,2,3,3,7
25,2,8,0,0
13,0,0,0,0
37938,142,2660,893,51
73,5,1,1,0
1196,8,179,31,23
42,0,0,2,0
53,0,1,1,0
498,0,45,38,5
10,2,1,0,0
82,4,2,1,0
136,2,0,67,1
49,3,0,0,6
28,1,0,0,0
74,3,2,0,7
214,1,1,4,0
2618,18,42,44,30
347,4,3,0,4
3,0,0,0,0
93,0,2,2,1
28,0,2,3,0
999,5,13,13,3
429,5,12,17,8
68,0,0,0,0
8468,125,288,328,318
90116,691,224,5720,2400
45,0,2,1,0
177,1,12,13,3
217,0,1,5,0
492,2,1,3,0
7,0,0,0,0
12,1,0,1,0
139,0,1,1,0
972,5,22,11,1
27,0,0,1,0
138,3,6,3,9
261,18,43,4,29
115,0,0,0,0
819,12,32,34,33
17,0,0,0,3
19,1,0,0,1
60,1,1,0,0
71,1,0,8,1
78,0,1,1,1
194,22,14,1,15
285,2,1,3,0
559,0,0,12,0
78,0,0,6,0
14,0,0,0,0
1616,15,17,13,17
177,4,4,4,2
52,0,5,0,2
1241,17,19,43,9
205,1,3,19,2
63,3,6,1,1
63279,550,3354,8151,6577
125,1,4,1,3
754,6,7,62,1
4905,6,42,113,10
195,5,1,18,2
5290,16,78,160,55
210,6,3,1,5
116,2,0,4,1
301,2,181,18,3
56,6,2,0,4
334,3,6,95,3
86,8,34,3,3
64,1,0,0,0
51,0,1,0,0
359,4,27,7,0
70,0,0,0,0
18,0,0,1,0
51,8,16,0,4
41,4,0,0,3
521,29,22,6,33
553,12,118,48,50
51,1,0,3,0
97,8,3,0,3
11,0,0,1,0
48,1,1,0,2
286,2,2,9,0
59,0,0,0,0
63,0,2,2,0
840,5,4,11,1
212,0,9,6,2
62,3,1,0,4
9,0,0,0,0
224,4,23,6,1
214,5,4,8,13
127,0,1,2,1
3,1,0,0,0
33,5,0,0,4
612,11,10,3,4
1408,3,0,2,4
264,2,0,2,0
2266,18,132,23,35
76,0,0,2,0
43,0,9,0,0
2379,23,59,13,2
199,4,12,12,13
70,0,0,1,0
202,11,7,13,1
215,0,3,2,0
440,2,6,13,5
275,15,10,3,4
8,0,0,0,0
151,1,2,2,1
47,3,1,5,0
219,23,1,5,0
8,0,2,0,0
22,4,0,0,0
99,0,2,5,0
91,0,3,1,1
153,14,8,7,8
160,2,1,2,0
123,0,0,4,0
2285,72,117,167,36
78,0,5,0,2
162,0,5,5,0
54,2,1,8,4
550,1,2,4,0
517,8,6,10,2
1525,25,28,30,7
31,0,0,0,0
269,0,1,10,0
37,11,10,1,4
189,1,0,4,0
31,2,0,1,0
32,0,1,1,0
297,0,0,0,0
274,2,0,4,4
34,0,0,0,0
32,0,1,0,4
51,0,0,3,0
160,5,5,8,2
129,5,2,1,0
2063,9,89,101,19
131,7,3,11,2
50,0,0,0,0
867,13,51,13,0
139,0,6,1,0
89,5,0,1,0
331,29,13,19,24
24,0,0,0,0
28209,137,350,389,291
481,30,14,18,7
5519,6,113,63,5
1821,15,32,5,23
25,0,1,1,0
44,0,0,7,0
142,5,1,8,0
92,0,2,1,0
1046,6,19,53,13
613,2,37,24,7
27,0,0,1,0
8,0,0,1,0
174,1,1,2,0
7484,50,128,168,35
189,3,10,6,9
1842,12,38,118,7
930,9,44,5,2
136,6,8,4,5
22,0,0,0,0
86,5,4,12,0
16,0,4,0,0
17,0,0,0,0
56091,193,234,528,84
34,0,0,1,0
38,0,0,1,0
36,2,0,0,0
338,8,5,10,2
1897,13,85,35,12
147,1,2,4,1
257,0,2,11,2
39,1,0,0,3
37,0,1,0,0
462,0,0,33,1
19,0,0,0,0
284,2,0,5,0
218,1,0,2,0
314,2,13,7,1
402,1,5,15,6
118,4,1,1,8
59,3,2,2,6
401,27,5,26,16
31,0,0,0,0
9,0,0,0,0
114,3,19,1,5
31,0,2,0,0
256,1,2,5,0
1167,4,13,27,2
407,5,7,6,4
967,18,39,44,24
200,1,3,1,3
374,8,1,16,0
6,0,1,1,0
659,3,25,34,10
306,0,6,47,0
131,10,0,2,4
1201,3,29,6,0
107,2,2,1,14
5,0,0,0,0
8757,23,300,85,39
55,0,50,0,0
85952,1502,1846,9578,4771
243,1,7,2,1
855,4,13,27,15
254,4,3,16,4
1343,8,24,19,2
34,0,0,0,0
54,1,0,1,0
116,4,2,5,2
1897,6,14,13,3
5349,36,71,192,49
32,0,2,0,1
149,2,2,1,0
382,5,3,8,0
202,28,26,3,28
1857,12,118,9,1
147,0,6,0,1
16,0,0,0,0
18,2,0,0,0
595,14,8,16,5
87,12,0,2,6
625,14,32,55,5
369,2,11,17,0
63,2,0,0,0
665,2,3,27,3
10,0,0,0,0
120,1,6,11,2
73,3,0,2,1
475,14,37,13,12
12,1,1,2,2
752,2,12,32,1
522,3,11,17,13
502,0,6,7,0
38,3,11,2,6
439,1,5,12,1
25466,78,696,51,407
378,4,3,17,2
69,0,1,8,1
56,1,2,1,0
6496,54,305,16,177
241,3,0,0,0
15,0,0,1,0
107503,1443,7009,1230,5979
564,3,26,48,4
71,1,3,3,3
1,1,1,1,0
55,0,0,0,0
726,45,61,113,27
36,1,0,0,0
7000,47,271,189,248
1655,4,126,110,21
26,1,1,1,1
1377,17,54,29,0
198,14,8,1,10
37,2,0,0,0
1114,4,1,9,1
316,5,2,6,0
28,1,0,1,2
165,0,0,0,0
131,2,9,22,1
469,3,8,2,0
214,0,1,7,2
227,0,7,2,0
285,1,0,4,0
45,2,2,0,2
8,0,0,2,0
333,0,15,3,1
23,1,9,0,0
177,2,4,3,2
58,0,0,0,0
10,0,2,2,0
818,19,11,77,13
969,6,20,21,3
201,0,0,10,2
137,1,3,5,1
28,0,0,0,0
184,24,160,2,37
47,1,0,1,0
12,0,0,0,0
222,4,1,3,4
276,11,18,9,11
779,6,21,44,2
79,2,0,0,0
19073,130,281,1064,125
206,4,1,11,2
187,4,3,1,2
323,3,24,16,6
785,5,28,66,0
233,1,1,1,2
46,2,4,2,0
161,0,1,0,4
38,0,0,1,0
77,4,2,1,3
