play,comments,danmu,favorites,coins
16,0,0,1,0
927,5,3,40,7
125,5,5,11,2
113,6,1,2,3
95,1,1,0,3
17,0,0,0,0
24,1,0,0,0
2415,7,19,48,3
176,3,9,9,0
62,0,0,1,0
37,0,0,0,0
46,0,0,1,1
34,1,4,2,0
641,3,5,59,0
56,1,0,0,0
34,0,1,0,0
20,1,0,0,0
720,10,5,3,4
157,0,2,1,0
4462,168,117,111,192
9614,106,133,110,10
77,1,2,4,0
25,0,0,0,0
12,0,0,0,0
602,5,19,31,1
663,8,50,21,17
134,0,0,0,0
6,0,0,0,0
455,9,3,10,2
178,0,0,3,0
445,3,9,9,0
18,0,0,0,0
185,0,1,32,0
59,1,0,0,0
71,0,1,4,1
154,1,18,16,1
133,1,8,16,8
1715,34,46,14,31
98,1,0,3,0
293,3,7,9,1
1473,10,33,15,3
150,3,5,1,2
424,14,23,19,36
27,0,0,2,0
157223,352,1697,1173,112
410,2,10,5,6
156,30,2,8,33
140,1,13,5,3
53,4,2,2,2
47,1,1,0,2
35,1,3,1,0
589,4,6,36,10
60,1,4,0,1
192,1,3,4,0
1911,4,6,1,2
99,0,0,0,0
40,1,0,2,0
114,0,0,0,0
225,1,3,8,0
678,9,2,6,3
601,5,10,52,13
118,3,0,6,0
140,4,6,5,0
814,6,7,4,4
431,3,7,6,1
689,17,57,8,38
26,1,0,0,0
552,26,17,10,11
1518,4,2,54,5
3700,18,100,438,46
496,0,19,16,7
55,4,3,0,1
546,7,1,8,1
1206,5,18,128,5
39,0,0,0,0
81,1,4,1,1
288,0,3,7,3
27,0,0,1,0
576,9,27,32,3
674,8,1,4,2
3627,14,9,152,16
45,0,0,0,0
249,0,0,0,0
138,2,0,1,6
2074,8,3,0,1
334,2,1,2,4
93,2,10,3,3
1035,0,16,13,1
1139,6,86,154,2
59,1,1,0,0
1262,2,7,1,0
115,2,2,12,2
101886,487,2175,1280,627
671,4,7,2,0
28,2,0,1,2
24,0,0,2,1
33,3,1,2,0
97,1,3,7,3
14005,51,210,159,22
659,4,47,44,12
240,0,0,2,0
4337,106,564,341,183
6220,178,1387,837,80
107,2,0,19,0
87,2,8,1,0
63,0,2,1,0
18,0,0,0,0
75,0,1,1,1
181,1,5,0,6
47,0,0,0,0
3985,16,54,31,52
33,0,1,0,0
937,5,6,14,5
116,0,1,0,0
72,1,1,7,0
61,2,39,1,0
138,2,0,6,1
40442,59,186,911,43
2,0,0,0,0
284,2,3,1,0
1611,15,27,106,37
4474,40,260,28,25
75,0,0,0,0
2783,5,8,4,1
301,3,12,17,3
1543,10,183,95,17
1940,12,302,271,36
50,1,2,4,1
685,7,12,1,2
348,1,4,6,0
342,7,7,2,5
337,0,2,2,0
509,15,44,9,23
965,11,34,17,2
38,0,0,1,3
31,3,0,1,4
796,5,23,32,1
6,0,0,0,0
1077,12,19,72,3
653,8,1,1,3
7,0,0,0,0
398,2,10,3,4
132,6,3,5,1
1435,4,11,5,3
249,0,3,9,0
338,1,3,4,4
254,0,0,1,0
813,3,29,32,6
301,7,0,3,5
2315,3,15,25,8
625,19,2,51,36
763,6,8,2,3
545,5,8,38,9
1196,3,8,4,2
516,6,6,7,2
1660,36,26,21,18
252,10,6,2,17
45,0,0,0,0
41,4,1,0,2
25,0,1,0,2
2923,7,55,6,3
100,3,1,2,0
62,0,0,0,0
285,1,15,8,7
1526,6,21,3,0
186,18,11,10,7
980,5,5,1,2
114,0,2,3,0
78,0,0,3,0
232,28,2,4,11
377,0,4,13,1
709,4,6,15,1
835,4,15,1,4
607,0,4,1,0
126,4,0,0,1
231,5,7,8,12
38,4,1,0,1
926,3,4,2,4
504,1,1,45,5
114,3,0,1,0
26,1,0,1,1
4769,58,551,94,22
21384,70,117,135,60
68,1,0,1,2
1365,62,46,5,15
2626,7,15,10,6
3515,4,45,8,14
1022,39,307,136,72
2119,13,84,157,13
660,22,7,42,4
184,13,0,0,3
104,0,1,1,0
393,3,4,1,5
3227,16,276,128,17
113,2,0,12,3
46,0,0,1,0
15,0,0,1,0
202,0,1,3,0
282,3,0,12,8
34,2,0,0,2
6,0,0,0,0
551,4,39,70,23
188,3,7,9,7
154,0,996,1,0
139,0,0,1,0
457,3,1,1,0
75,0,2,3,0
77,0,3,1,6
411,4,9,23,1
159,1,2,4,4
871,11,16,159,23
251,4,37,1,4
432,9,9,1,8
13,0,0,0,0
32,0,0,6,0
92,1,0,4,0
369,6,0,14,3
175,1,0,10,3
113,0,0,2,0
361,4,8,2,3
732,1,12,27,8
978,2,11,8,4
35,6,1,1,2
150,0,48,5,0
255,15,54,16,6
590,8,9,37,6
87,4,5,6,3
262,2,3,4,2
247,0,2,4,1
80,0,0,2,1
25794,152,2206,457,208
14144,20,658,451,23
1125,4,6,11,7
426,22,73,5,6
6967,40,240,470,55
51,0,0,2,0
24,0,0,5,0
778,6,9,45,10
338,1,12,6,4
15,0,0,1,0
37,0,4,0,0
74,0,2,8,2
134,4,9,1,1
33,0,0,0,0
23,1,0,0,0
10,0,0,0,0
95,1,2,1,1
859,29,17,2,16
211,6,105,30,3
51,3,0,0,2
11,0,9,0,0
749,5,22,33,16
4320,63,286,23,209
37,0,0,0,0
12,0,13,0,0
660,3,11,6,8
28,0,6,0,0
29,0,0,0,2
153,11,16,2,7
347,4,14,1,6
18,0,7,0,0
125,2,0,6,0
437,4,6,14,3
323,0,5,2,1
128,1,6,2,1
2655,19,32,40,42
69,0,0,0,2
5923,61,83,365,32
26,0,0,2,0
62,0,0,2,0
67,1,15,2,4
17,0,2,1,0
77,1,5,9,1
530,5,7,61,2
531,0,0,3,1
1412,7,87,122,2
2503,3,112,156,25
3115,8,62,31,16
167,3,5,1,9
98,3,5,8,5
58,1,0,1,3
4508,27,56,143,21
468,10,18,4,12
602,1,3,13,2
434,0,2,7,0
833,4,20,55,2
9764,130,1328,31,669
285,12,1,3,12
120,2,0,9,2
5541,12,63,38,8
5996,50,262,204,80
243,3,2,12,4
26,0,0,0,2
1191,8,8,4,2
2503,14,22,23,21
125,4,6,1,0
36,10,0,1,2
104,1,1,1,0
280,8,1,0,0
35,4,3,0,6
175,1,0,14,0
88,5,0,0,0
127,2,1,21,1
197,0,3,2,0
1220,64,6,29,74
13,0,0,0,0
164,1,0,1,1
478,10,4,45,3
15191,21,121,16,5
45,0,0,2,0
72,2,1,18,1
529,12,11,62,9
19,0,0,0,0
82,2,0,0,2
2750,21,33,19,24
153,4,2,5,2
97,0,1,1,0
151,1,1,0,4
381,0,2,1,1
37,0,0,1,0
7657,53,174,169,105
1732,10,55,34,6
1592,8,13,17,2
5351,20,31,13,6
268,2,22,6,3
24926,28,622,642,76
72,2,0,0,1
93,1,0,15,0
114,7,5,0,5
38,2,0,1,0
61,4,0,2,2
216,1,4,19,1
21,0,0,0,0
1888,25,24,63,2
82,2,0,0,0
860,5,11,5,1
4975,72,403,29,82
387,6,10,5,10
115,1,1,1,1
90,2,2,1,0
231140,1333,8587,513,3211
460,1,6,40,0
35,2,0,0,0
24,0,0,0,0
319,1,22,18,0
539,9,24,17,5
26374,73,1448,431,89
343,4,8,1,6
65,1,0,0,0
952,23,24,8,27
211,1,0,0,1
425,42,29,11,37
45,0,1,3,0
88,2,2,4,1
38,0,0,5,0
603,4,6,6,0
370,4,10,7,2
24,0,0,0,0
540,7,10,9,9
57,4,0,0,0
360,12,33,7,2
2837,18,21,2,3
1003,4,23,26,11
337,17,6,0,2
2700,17,122,66,16
6353,15,466,178,24
14435,26,259,945,81
1142,4,22,25,3
35,2,0,0,1
28600,104,2279,779,263
458,16,2,16,18
798,21,15,19,8
3505,15,45,48,19
117,0,0,0,0
720,5,7,71,8
20,0,0,0,0
348,2,1,1,5
164,7,5,3,13
118,2,0,19,2
2278,23,181,77,12
170,2,16,2,0
55,1,0,2,0
337,0,3,36,1
102,1,1,0,0
97,2,3,2,1
552,1,3,6,8
70,5,1,2,5
794,25,16,106,10
839,1,3,3,1
16,0,0,0,0
1003,1,5,0,2
541,4,9,2,3
168,0,1,1,2
826,14,46,7,18
424,16,7,47,13
6,0,0,0,0
60,0,0,0,0
10267,4,36,420,10
399,3,10,29,7
11,1,0,0,0
466,28,49,8,35
446,9,30,32,11
72575,305,4276,866,336
93,5,3,5,1
59,7,3,1,2
954,4,53,87,8
252,9,4,7,4
37,0,0,0,1
282,5,6,0,6
1196,10,66,34,23
293,1,2,2,2
54,2,0,2,1
22,6,1,2,3
715,6,28,15,1
28,0,0,0,1
122,2,5,0,0
517,19,4,3,6
35,2,0,3,1
1409,8,20,45,12
41,3,0,0,2
239,6,6,1,0
100,0,3,0,0
232,1,0,1,0
882,6,31,64,4
67,0,0,1,0
502,1,11,27,4
223,1,4,2,0
422,0,1,4,3
17,0,0,3,0
37,5,1,0,7
172,0,5,0,0
892,3,0,6,2
3771,7,64,293,7
747,4,32,11,14
156,1,4,0,0
4197,13,70,9,8
941,2,6,25,3
342,13,8,0,5
799,3,76,13,8
60,2,0,0,0
10088,90,365,450,436
6570,63,491,27,101
498,2,5,3,7
18,0,0,0,0
7054,40,180,45,16
53,2,6,3,5
35,2,0,0,0
111,2,0,0,0
437,2,2,2,1
167,6,4,4,2
209,6,1,0,4
95,0,6,0,0
175,0,3,9,0
1356,15,15,9,30
122,2,8,1,0
141,3,2,0,6
48,2,4,2,2
3928,13,95,44,14
91,0,3,0,0
123,3,4,11,1
349,3,5,15,2
612,10,10,5,13
7,0,0,0,0
460,4,7,12,8
1451,3,32,4,4
226,2,0,0,2
1681,5,27,31,4
266,7,8,4,1
161,2,2,0,0
209,3,7,8,1
896,4,5,20,1
906,7,23,30,2
211,14,7,11,5
53,2,0,4,2
766,4,25,3,1
57,1,1,1,2
22,0,1,0,2
365,17,6,6,5
7256,5,33,9,2
136,0,1,1,0
516,0,1,13,0
389,3,14,4,4
364,8,21,8,35
50,0,0,1,0
1678,5,1,26,24
985,7,7,16,15
10,0,4,0,2
90,5,66,0,9
962,2,14,40,16
408,5,23,13,1
120,1,1,1,2
310,2,7,44,3
40,0,1,1,0
1199,5,8,84,5
309,9,5,15,13
1773,10,15,4,34
7950,1,5,2,0
1440,3,44,41,1
101,1,5,2,3
59,3,2,0,6
65,7,1,2,0
631,2,2,2,2
2184,4,23,67,8
346,1,0,6,3
2434,17,135,7,58
296,2,0,4,1
295,5,27,2,5
118,4,0,2,2
47,3,9,0,4
8410,82,391,31,302
108,1,0,3,0
325,8,56,1,5
241,11,3,1,1
331,27,14,6,27
271,1,1,1,0
796,24,11,2,16
171,5,35,27,5
14,0,0,0,0
471,6,8,4,2
51,0,1,0,0
325,0,3,0,0
2037,31,229,7,64
317,6,1,22,0
143,4,0,15,2
357,6,62,25,26
3676,21,364,224,11
96,2,3,4,2
26,1,2,3,1
66,0,0,1,0
199,0,1,6,0
209,2,1,4,2
135,3,0,0,0
604,1,2,3,2
10,0,0,0,0
867,2,12,20,5
1885,42,17,28,38
76,0,0,0,0
60,4,2,1,1
580,5,6,19,7
1441,4,39,22,6
360,10,24,27,26
29,0,0,1,0
25,0,1,2,6
90,5,3,0,5
8503,226,309,60,40
21,0,0,0,0
539,3,71,136,4
107,15,0,0,0
485,13,21,34,14
296,3,27,24,9
106,2,6,1,10
179,6,0,6,1
311,1,2,0,3
2926,11,59,100,4
14,0,1,0,0
2396,41,98,11,73
62,0,0,0,0
359422,749,3454,11339,8202
687,0,2,0,0
1483,10,88,67,29
367,0,4,4,2
32,0,0,1,0
468,9,6,70,12
2619,30,137,147,80
178,1,0,1,2
323,2,6,15,0
156,0,1,0,0
65,5,0,0,2
74,0,5,0,4
36,0,0,0,0
192,6,13,4,4
2912,30,447,178,20
10,0,0,0,0
29,6,0,0,1
4683,14,69,279,7
94,15,2,1,9
10,0,0,1,0
317,2,13,17,10
30,0,0,0,0
113,0,10,1,3
3763,8,25,246,4
357,1,3,2,1
40,1,0,1,0
134,1,3,3,4
6036,47,35,287,65
181,0,2,5,2
1034,1,4,7,0
136,2,5,1,2
1132,19,210,1,45
4140,6,48,315,6
15,0,0,0,2
228,1,3,1,1
85,4,0,2,4
87,0,1,1,2
352,0,1,8,0
108,7,2,0,14
299,14,15,17,18
96,1,1,0,7
37,0,0,2,0
738,7,3,35,1
35,0,0,0,0
16,0,0,0,0
430,2,7,2,4
875,12,49,28,9
288,0,4,9,2
270,2,13,24,2
156,2,3,7,0
1188,6,34,44,3
34,0,0,0,0
86,0,2,0,1
98,0,1,5,0
117,3,0,4,1
16,0,0,1,2
1856,9,49,5,16
19,0,0,0,0
85,3,1,0,6
973,3,3,8,0
323,23,12,3,0
27,0,0,0,0
191,3,9,3,3
542,26,9,44,24
29,0,3,0,0
80,1,0,0,0
137,2,7,10,5
10629,252,584,1055,292
70,1,0,0,0
17,6,1,0,6
2050,37,134,103,6
59,3,6,4,6
67,0,1,0,0
46,0,1,0,0
194,4,14,1,6
232,4,8,3,1
165,1,0,2,4
7,0,0,0,0
41,2,0,0,0
2290,33,691,300,36
255,28,4,2,13
160,4,3,0,11
293,10,2,48,2
998,8,2,7,1
495,7,8,3,5
663,0,0,0,0
176,1,3,2,2
2029,5,166,42,17
427,14,39,22,10
94,0,5,0,0
424,3,0,11,1
329,7,21,1,6
449,0,8,22,6
141,1,0,1,3
23,0,0,0,0
207,7,6,10,9
213,2,24,14,1
2698,23,74,51,6
117,0,1,0,1
1005,23,14,4,10
1168,15,70,2,24
3254,24,56,36,50
120,2,7,5,2
22,0,0,0,3
55,0,1,0,0
33,0,0,0,0
41,0,0,0,0
63,3,1,1,1
402,2,9,2,4
12,0,0,0,0
33,1,1,4,0
20,0,0,1,0
137,2,2,15,2
170,0,0,3,0
2296,12,396,73,7
55,2,0,0,5
287,1,2,0,1
360,1,1,15,2
278,2,13,1,1
382,4,19,3,5
167,4,16,8,2
270,15,1,22,10
262,2,3,3,1
123,2,1,4,13
26,1,4,0,2
24,1,1,0,0
567,1,11,41,18
98,3,0,0,2
155,0,0,0,0
852,17,31,18,13
666,16,10,10,10
59,3,4,2,6
249,7,3,9,4
2588,14,23,178,27
17,2,0,1,0
738,1,1,1,0
2392,5,33,90,7
368,11,21,7,12
71,4,4,3,4
640,3,4,3,1
231,7,3,4,0
4976,62,117,263,73
468,25,3,66,30
79,5,0,2,1
70,1,0,0,0
61,0,0,2,0
17,0,0,0,0
188,0,1,9,0
77,0,0,0,1
96,1,0,7,0
346,6,13,10,8
34,0,0,4,2
270,1,5,14,2
36,0,1,0,0
211,3,4,15,2
77,3,0,1,0
337,41,5,24,8
3730,18,74,13,4
1044,3,0,3,1
173,0,19,12,5
18,0,1,0,1
886,13,13,6,8
378,0,1,6,0
221,0,0,2,2
35,0,0,0,2
501,1,2,1,0
106,3,3,0,7
236,14,7,3,10
158,1,1,3,0
46093,146,1383,127,179
86,3,2,0,0
208,8,3,2,0
261,13,8,1,23
119,1,10,6,3
173,0,2,0,0
399,1,5,28,6
2926,12,23,20,3
27,4,5,0,2
595,6,20,12,3
614,4,23,38,5
59,0,1,4,3
293,6,5,4,2
1245,66,23,8,75
51163,443,1512,7457,1422
258,2,1,1,3
195,0,1,6,1
23,3,0,0,0
43,7,0,3,3
577,7,360,28,8
1219,13,20,64,12
154,1,0,1,2
270,6,4,5,2
75,1,0,4,1
1002,3,16,5,3
69,0,2,1,0
2172,9,8,44,12
687,7,7,10,13
1,0,0,0,0
63,2,1,2,1
1162,20,68,37,22
140,1,2,0,4
59,0,0,1,0
82,10,2,0,4
54,11,2,1,5
18,0,0,0,2
750,21,3,23,9
70241,292,3142,178,389
12,0,0,0,2
16,0,0,0,0
108,0,2,1,7
38,0,1,1,0
518,1,8,25,3
153,14,22,13,22
388,2,10,8,1
412,4,10,31,1
64,0,0,4,0
25,0,1,0,0
877,6,1,6,0
155,0,4,1,2
81,2,0,6,6
234,4,24,9,2
92,3,10,6,1
234,1,1,0,0
1834,89,346,42,89
511,27,111,14,108
335,3,5,3,0
388,2,1,18,1
1445,17,144,97,36
1726,13,167,29,19
1182,3,23,4,0
184,1,4,11,4
105,4,2,1,0
1506,3,21,18,0
2945,106,138,20,101
9,0,0,0,0
261,8,4,1,2
540,4,4,21,5
79,8,3,0,5
1207,11,21,71,13
409,1,2,3,0
396,2,2,1,7
69,10,1,0,3
39,0,1,1,0
15,0,0,1,0
421,1,1,1,0
636,6,5,12,6
401,2,5,22,1
86,0,2,3,3
72,3,0,5,0
9,0,0,0,0
323,3,3,43,10
857,0,1,1,1
399,12,11,15,1
4,0,0,0,0
122500,820,3871,2555,3606
96,6,0,5,11
308,3,3,1,0
341,0,0,1,0
225,2,8,41,0
10,0,0,0,0
517,14,4,10,14
156,1,3,13,1
178,2,4,3,1
421,10,15,23,7
98,3,3,1,2
3349,15,81,94,2
482,0,31,14,5
74,0,3,0,0
5,1,0,0,0
388,8,12,4,2
404,1,1,8,0
1107,15,62,26,19
486,6,45,35,5
237,3,2,0,0
403,7,20,6,26
6716,9,16,37,12
813,12,66,26,13
48379,694,1106,8474,3447
31,5,0,1,2
167,0,0,2,2
322,2,8,19,2
1061,3,29,45,8
125,2,1,0,6
29,2,12,0,3
151,4,1,1,6
100,6,4,1,6
2383,47,279,88,76
215,19,6,4,13
258,4,2,7,4
13829,32,473,854,25
188357,474,977,1027,165
205143,237,1630,713,126
14,0,0,0,0
56,0,0,0,1
898,4,21,54,3
64,0,0,2,2
190,1,1,0,0
7368,58,1387,266,50
1532,35,50,146,43
17,0,0,0,0
374,1,12,0,0
17,0,1,0,0
35,6,8,1,6
3672,65,187,30,56
150,1,0,0,0
2868,3,32,24,4
8,2,1,0,6
34,5,0,0,1
103,0,0,2,2
21533,11,14,41,24
1593,3,21,24,2
64,0,2,0,0
3503,78,199,32,3
1518,7,20,91,2
404,7,9,4,1
101,2,2,6,1
515,14,33,14,43
946,12,70,37,25
796,7,40,33,6
87,6,0,5,0
570,1,8,21,10
57,1,1,0,0
48395,270,1953,294,278
34,0,3,1,1
610,12,11,44,26
1642,14,57,60,7
353,2,7,7,4
588,3,74,6,10
202,0,16,20,0
4068,38,688,234,156
669,4,183,28,3
1313,18,37,98,93
8,0,0,0,0
443,2,3,29,5
527,21,25,2,6
245,1,1,7,0
615,11,0,23,12
26162,116,700,79,86
94,1,1,4,0
12,0,0,1,0
901,20,115,20,39
139,14,5,0,23
5,0,0,0,0
170,5,3,2,0
368,28,8,24,12
5257,24,37,87,19
13,1,0,1,0
336,36,22,4,20
310,3,7,1,4
815,9,105,18,15
4652,37,132,15,18
3848,26,46,43,16
79,15,3,0,4
1278,17,7,8,1
32,1,0,3,0
14616,26,151,130,14
83,0,0,0,1
17,0,0,2,1
19,0,2,0,2
3465,3,27,95,6
9977,57,271,291,38
152,11,34,3,2
279,0,4,5,1
653,2,2,5,1
2650,8,51,43,35
1613,14,59,46,26
146,0,0,0,0
271,5,25,50,1
506,9,5,24,3
345,7,0,26,5
291,0,1,4,3
988,6,50,103,13
4118,42,200,14,80
152,2,0,5,0
60,1,4,0,0
66,0,0,2,0
428,0,5,7,0
33,0,0,0,0
2277,0,55,43,8
320,7,15,3,20
1219,10,64,78,7
2130,9,7,10,3
6999,25,106,194,121
2187,55,178,86,147
345,4,1,8,3
192,1,1,8,1
4398,29,145,65,29
781,4,5,38,0
10952,13,212,681,76
588547,2325,73975,1580,1007
110,2,0,1,0
102,3,1,0,1
12780,67,157,120,32
60,6,4,0,5
134,5,7,1,17
214,0,2,5,0
761,1,5,13,1
165,17,1,4,4
19,2,3,0,2
31,1,0,0,0
2464,13,33,11,3
0,0,0,0,0
114,1,4,0,1
9900,339,344,1902,1015
103,1,1,4,2
14,0,0,1,0
7,1,0,1,2
57,1,0,4,0
2,0,0,0,0
192,15,10,4,4
655,4,34,30,6
112,0,1,5,0
155,8,9,8,6
176,1,17,26,6
293,1,6,4,2
379,5,6,11,4
241,2,5,3,10
291,0,3,4,1
398,11,7,3,4
106,0,0,1,0
521,2,1,11,1
288,0,6,6,0
4835,11,92,100,7
4885,16,199,122,4
927,41,18,10,11
1092,13,34,76,5
63,2,0,1,0
4070,41,50,87,168
160,1,1,5,0
465,1,11,42,3
74,2,0,3,0
184,15,1,2,11
1714,9,111,48,11
32,2,0,0,2
4327,15,14,25,7
277,13,12,6,9
41,1,0,0,0
17,0,0,1,0
177,2,6,5,8
23175,109,804,239,33
217,3,15,4,4
853,0,13,6,1
1227,30,37,21,96
123,0,1,2,0
122,0,5,3,0
335,17,12,51,15
421,4,1,8,6
158,4,2,5,2
35,0,0,0,0
143,7,3,22,2
65,0,0,0,0
232,23,3,0,7
38378,173,2601,568,198
1489,46,18,21,29
1321,21,72,94,23
113,7,4,3,7
82,9,3,1,9
153,1,12,1,0
12,0,0,1,0
103,1,3,4,9
27,0,0,3,0
1046,2,14,6,3
502,4,47,6,2
128,2,7,3,4
64,1,0,1,1
31,4,1,2,1
265392,1180,9973,12853,4109
19,2,0,0,2
313,2,4,11,0
92,3,11,4,9
75,0,0,0,0
34,1,0,0,0
23129,151,388,183,59
92,3,5,14,3
137,0,1,10,0
56,0,4,0,5
822,6,26,10,0
43,0,2,6,0
13,1,0,0,0
2979,26,162,227,73
1940,3,45,44,3
160,4,0,0,2
691,1,6,3,3
4535,21,94,27,41
138,2,2,2,0
90,26,8,2,25
63,1,3,1,1
563,25,56,25,36
27,0,2,0,0
47,0,0,0,0
3085,33,55,6,1
7,0,0,0,0
101,5,1,2,4
2322,30,52,8,2
15,2,0,0,0
289,7,12,20,5
1893,11,767,57,34
27,5,1,0,3
111,0,0,13,1
399,38,10,15,22
555,2,8,3,6
238,3,39,10,6
1845,22,21,51,38
143,1,3,9,1
11575,36,354,165,20
254,4,4,9,1
490,6,0,17,1
109,15,1,0,10
355,6,3,17,6
433,7,12,32,6
966,13,14,97,19
15,0,0,0,0
468,5,3,4,3
1538,3,8,16,1
1125,10,24,33,2
502,12,6,19,29
64,1,0,2,0
83,1,2,15,0
506,0,6,0,0
53,3,2,2,1
344,2,7,31,11
824,7,6,6,0
18,1,3,0,0
699,26,23,6,32
3,0,0,0,0
167,0,3,3,0
1258,6,9,4,2
152,0,1,3,0
375,10,9,3,0
96,0,2,0,0
1222,27,93,128,41
366,5,3,42,3
72,0,0,2,3
6531,60,198,61,171
73,1,0,2,3
113,4,0,1,0
1288,8,12,4,4
11,0,0,0,0
1266,4,10,10,1
151,4,1,1,5
666,6,12,11,4
300,4,13,2,2
416,0,6,9,1
64,1,8,3,3
437,3,5,20,4
43,0,0,0,0
114,9,9,1,0
1793,1,9,12,3
214,1,0,10,0
244,2,1,34,2
128,0,8,1,5
546,2,2,0,0
635,1,17,22,0
905,5,45,29,7
145,20,10,8,13
332,4,4,5,4
263,2,10,10,2
350,11,5,6,4
96,5,6,2,4
531,8,24,36,10
57,0,0,0,0
62,2,36,1,2
444,0,2,6,5
241,18,0,44,11
456,14,20,23,24
171,0,0,3,0
1418,7,20,6,1
226,2,2,3,0
159,2,0,2,1
15,0,0,1,4
30,1,0,0,0
565,3,0,0,2
90,1,1,2,0
271,1,7,13,9
54,5,16,3,3
25,0,0,3,0
195,5,1,22,4
3,0,0,0,0
175,7,0,5,3
33,0,0,2,0
156,2,1,11,2
18,0,0,0,0
74,0,0,0,0
102,0,0,1,1
83,0,0,0,0
507,5,7,40,17
72,2,2,1,2
146,2,8,3,2
241,0,2,1,3
57,4,3,2,6
4050,43,91,79,34
255,5,5,21,1
9360,108,106,310,42
293,1,3,19,10
34396,212,499,307,300
259,2,6,13,6
17,0,0,0,2
461,15,57,20,58
482,4,9,12,1
3,0,0,0,0
70,1,1,1,0
360,2,11,12,1
46,1,0,4,1
290,8,4,7,1
131,2,0,2,0
318,6,2,7,6
576,19,13,11,3
391,0,3,5,0
1228,4,10,32,7
780,2,9,31,3
325,3,8,46,3
50,1,1,3,4
221,3,4,5,4
77,0,0,0,0
75,1,2,1,0
10973,40,121,358,18
200,2,2,0,1
610,17,9,37,13
19,0,0,0,2
432,1,5,2,0
1340,1,20,33,3
62,1,1,6,0
14,0,0,0,0
732,3,40,44,20
1131,2,9,4,2
1480,14,37,90,53
147,0,0,4,1
174,9,4,0,9
3963,61,37,17,5
16,0,0,1,0
83,1,0,1,0
62,2,2,1,0
239,2,11,6,2
820,10,4,13,1
1169,17,62,46,31
1279,5,46,12,1
16,1,0,1,0
1198,5,16,30,1
1300,4,6,40,0
112,0,0,0,2
170,0,1,1,0
49,0,0,6,0
147,2,1,2,0
1965,5,6,3,3
1134,7,8,5,2
19988,194,324,1625,721
1216,2,4,9,0
87,4,4,10,6
111,1,1,0,1
464,14,1,3,9
186,1,0,0,2
66,0,0,1,0
8769,28,516,387,15
105,2,1,0,2
68,0,11,5,0
78957,275,3721,340,437
1832,34,14,7,8
316,5,7,1,2
4,0,0,0,0
36,1,0,1,1
1091,9,35,9,2
55,0,0,11,1
888,3,17,24,5
655,3,11,15,3
474,3,5,26,14
27,5,0,1,0
40,4,0,1,1
17,2,0,0,1
201,0,3,5,2
632,12,12,7,5
149,2,3,6,1
1106,9,5,33,16
708,5,13,24,2
348,2,50,15,0
1944,9,25,11,2
100,2,2,0,0
67,1,0,1,0
16,0,0,1,0
463,0,2,2,1
4789,23,14,17,39
207,0,1,0,0
37,0,0,0,0
68,0,0,12,0
18,0,0,0,0
675,11,1,10,0
36085,59,239,1393,125
202,2,2,1,8
793,22,4,3,6
1621,7,6,45,4
630,3,12,16,11
175,3,2,4,5
10762,88,303,95,221
37,0,2,0,1
1432,10,24,3,7
147,1,4,3,6
493,3,13,20,10
251,5,6,13,8
26,0,0,5,0
85,2,0,4,0
5,0,0,0,0
1895,5,43,5,3
3479,199,1167,111,213
40,0,0,0,2
1497,9,14,31,2
72,0,0,5,0
116,17,16,1,3
6021,15,37,80,18
131,1,1,1,0
121,1,1,1,0
78,1,0,1,3
953,6,47,72,8
268,1,5,20,0
81,0,0,1,0
52,1,0,8,2
119,19,7,4,14
222,9,6,7,4
4723,40,62,100,17
3161,7,26,24,2
11,0,0,0,0
270,1,12,3,2
8723,41,142,273,38
942,3,6,0,2
96,0,0,1,1
31,0,0,1,0
1183,4,74,5,9
4611,15,45,295,27
1569,20,181,21,9
161,9,1,1,6
87,0,0,17,1
7,0,0,0,0
8,0,0,0,0
3,0,0,0,0
27,0,2,1,0
18,1,1,0,0
167,2,4,3,0
257,6,4,19,2
1067,1,22,41,1
246,7,4,10,3
51,1,0,0,0
37,0,8,4,0
685,49,41,12,40
28,1,0,0,1
63,3,1,0,0
691,2,6,8,0
29,0,1,2,1
285,7,1,5,0
31048,138,457,213,53
173,0,0,3,0
774,5,22,37,4
216,0,3,7,1
200,1,2,0,4
376,17,3,2,10
467,4,12,2,17
37477,125,609,367,155
5325,6,205,72,9
30456,125,937,444,54
387,5,4,1,8
16,0,1,1,0
622,4,4,7,4
648,18,36,23,8
314,0,0,2,0
662,1,5,3,0
112,0,7,4,2
65,1,2,1,4
2039,10,13,1,7
633,19,3,95,21
43,3,1,0,2
381,0,3,1,0
234,0,0,3,0
893,1,0,18,0
100,0,0,3,4
57,0,71,2,0
9,0,0,0,0
590,6,17,47,7
37,0,1,8,0
445,2,8,19,0
163,6,6,22,3
310,2,4,23,11
206,1,1,0,8
573,2,17,13,0
152,6,6,1,4
178,6,23,24,5
2,0,0,0,0
142,0,1,8,0
218,14,5,7,4
255,5,3,4,6
876,14,53,58,28
88,0,1,2,0
660,4,8,4,3
32111,178,331,165,327
298111,604,1737,2208,296
25314,112,847,941,839
101,0,0,0,0
120,3,2,0,7
929,0,26,37,2
222,0,7,2,4
53,0,0,3,0
922,2,9,3,1
4572,9,337,29,13
75,0,2,1,0
69,0,1,0,3
135,5,4,1,8
38,1,3,1,2
197,1,1,0,1
130,21,12,3,6
320,6,7,3,1
171,2,2,4,0
14,0,0,5,0
133,4,1,4,4
